issue,issue_link,topic,confidence_score
"Configure storage for image previews in Alpha instances
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1668,0,"[1.00000000e+000 1.60565166e-308 1.46708626e-308 1.64545373e-308
 2.44176111e-308 1.84798535e-308 1.70097276e-308 2.29647071e-308
 1.82335526e-308 2.15363366e-308 1.85729909e-308 2.13728451e-308
 1.82586364e-308 1.78720261e-308 2.14541243e-308 2.13968623e-308
 2.14981229e-308 1.90175545e-308 2.37699085e-308 1.68642632e-308
 1.96359094e-308 2.14866622e-308 1.76908742e-308 2.01653400e-308
 1.75093671e-308 1.93484116e-308]"
"project: DREF Imminent Changes
## Addresses
- https://github.com/IFRCGo/go-web-app/issues/1455

## Depends On
- 

## Changes
- 

## This PR Ensures:
- [x] No typos or grammatical errors
- [x] No conflict markers left in the code
- [x] No unwanted comments, temporary files, or auto-generated files
- [x] No inclusion of secret keys or sensitive data
- [x] No `console.log` statements meant for debugging
- [x] All CI checks have passed",https://api.github.com/repos/IFRCGo/go-web-app/issues/1674,3,"[0.00437449 0.0115558  0.00811532 0.63075563 0.00913016 0.00600538
 0.00522321 0.00852134 0.00863446 0.00931182 0.00820936 0.0072276
 0.00584201 0.01866221 0.0095742  0.00736631 0.00998403 0.00941022
 0.01017913 0.10375296 0.01810278 0.00964741 0.00623657 0.00821874
 0.00559847 0.00995911]"
"can't easily find Flash Updates
### Page URL

https://go.ifrc.org/search?keyword=shear

### Environment

Production

### Browser

x

### Operating System

_No response_

### Steps to Reproduce the Issue

Two flash updates have been issued from the Philippines in the last few days.  Each time I was told by a colleague via a manual email (nothing to do with GO) so I went to GO to look for the information.

I am logged in as an IFRC User (country admin for Philippines)

If I go to the Country Page for Philippines there is no mention of the Flash Updates

If I use the search then neither of the flash updates are returned in the search.
e.g. https://go.ifrc.org/search?keyword=shear
returns
- 5 Projects from various countries from various years, none of which have the word Shear anywhere in the title
- 5 Reports, two of which have the word Shear in the title but three of which don't - all from at least a year ago if not more
- 5 emergencies, two of which have the word Shear in the title but three don't
No Flash updates are returned in search - where I was expecting to see https://go.ifrc.org/flash-updates/363 (... Effects of Shear Line...)


e.g. (2) https://go.ifrc.org/search?keyword=dengue
returns
- 1 province from Cote d'Ivoire
- 5 Field Reports and 5 emergencies (all of which are correctly mentioning Dengue)
- 5 Projects - all for emergencies that have Dengue in the name which is good (the projects themselves don't have Dengue in the title)
- 5 open surge alerts (all for Dengue)

Ideally I could search for ""Dengue Philippines"" and find https://go.ifrc.org/flash-updates/364 (Dengue Outbreak in Quezon City, Philippines)


The only way I can find that i can get to Flash Updates without having been provided with a direct link is to go to the menu Respond/Emergencies/Ongoing Emergencies, click on that link then scroll down the page to the Flash Updates section



### Expected Behavior

I expected to be able to easily find the Flash Updates, from either the Country page or from Search (when logged in as an IFRC user with admin privileges for that country)

### Actual Behavior

I had to either be given the direct link or navigate via the https://go.ifrc.org/emergencies page

### Priority

Low (Minor inconvenience)

### Additional Context (Optional)

xref https://github.com/IFRCGo/go-web-app/issues/1582 re inability to report Search issues via the form.

Thanks!",https://api.github.com/repos/IFRCGo/go-web-app/issues/1679,2,"[0.00725795 0.04335409 0.30388955 0.01441012 0.01256537 0.01971809
 0.01879181 0.01614848 0.02595483 0.01799313 0.03109567 0.01873495
 0.01856968 0.02302726 0.01357921 0.01781068 0.01553007 0.02627693
 0.01468505 0.0159711  0.02007917 0.01620711 0.02386343 0.02287912
 0.02080683 0.02317241]"
"Access denied shows onscreen before the Flash Update page loads properly
### Page URL

https://go.ifrc.org/flash-updates/364

### Environment

Production

### Browser

Chrome

### Operating System

_No response_

### Steps to Reproduce the Issue

1. Be logged in as a user that has permission to view Flash Updates
2. navigate to a particular Flash Update page (either from the link on the [Emergencies page](https://go.ifrc.org/emergencies), or by directly pasting the URL such as https://go.ifrc.org/flash-updates/363

### Expected Behavior

I expected the Flash Update page to load fine

### Actual Behavior

When the page first started loading I saw a 403 permission denied screen, only after that did the page load correctly.

I've tried several times - sometimes the 403 appears only for a tiny fraction of a second, sometimes it appears for longer - but in either case it's an awkward user experience that we need to fix to ensure users don't think something is wrong with the platform!

![Image](https://github.com/user-attachments/assets/5be4f2fe-9056-472f-8e41-21cddde62c9b)

See also [files in my OneDrive (visible to all IFRC)](https://ifrcorg-my.sharepoint.com/:f:/g/personal/imco_philippines_ifrc_org/Ek5lbAQBuJhOgcye9eIbPPsBUNa6miw-nkWVV_rotoavBg?e=2atwW7):

- video of my screen just now
- HAR file so you can see the timing of the API calls from the browser

Thanks

### Priority

Low (Minor inconvenience)

### Additional Context (Optional)

The page does load correctly, it's just the intermediate phase while loading that the error shows.  The error shows onscreen for longer the slower the internet/longer the latency.",https://api.github.com/repos/IFRCGo/go-web-app/issues/1680,2,"[1.64492671e-308 9.68451549e-308 1.00000000e+000 3.35481151e-308
 2.88176339e-308 4.43281870e-308 4.16380424e-308 3.65235380e-308
 5.75183595e-308 4.02446513e-308 6.79699055e-308 4.19032008e-308
 4.22540042e-308 5.30258417e-308 3.12844000e-308 4.06190132e-308
 3.57226576e-308 5.98919446e-308 3.36936200e-308 3.71404145e-308
 4.63757689e-308 3.64549898e-308 5.31003815e-308 5.12629484e-308
 4.62501114e-308 5.20512928e-308]"
"Redirect not in place for changed navigation - GO About page returns 404 error
### Page URL

https://go.ifrc.org/about

### Environment

Production

### Browser

x

### Operating System

_No response_

### Steps to Reproduce the Issue

I was looking through some past GO platform workshop/reference materials, they directed people to https://go.ifrc.org/about as follows:

> For those new to the GO platform, the user guide along with the video tutorials is available here: https://go.ifrc.org/about.

However that link gives me a 404.  I thought the redirects to new navigation were mostly in place for normal pages (just not the multi-hop redirects like https://github.com/IFRCGo/go-web-app/issues/1628 however this one is a key redirect that seems to not be working.  Was it always not working since the nav changes?

### Expected Behavior

I expected the GO/about page to take me to a page where it tells me all about GO platform and how to use it
Presumably https://go.ifrc.org/resources (which is now buried deep in the nav)

### Actual Behavior

I got a 404

![Image](https://github.com/user-attachments/assets/7b5c315b-71c8-4eac-bd5a-82d710665a2d)

### Priority

Medium (Affects functionality, but there is a workaround)

### Additional Context (Optional)

xref other missing redirect tickets e.g. https://github.com/IFRCGo/go-web-app/issues/1628 https://github.com/IFRCGo/go-web-app/issues/1666 https://github.com/IFRCGo/go-web-app/issues/730 https://github.com/IFRCGo/go-web-app/issues/1637 etc

- What can we do to ensure all previously-published URLs go to a good page rather than 404s?
- Is there any monitoring on which URLs people get 404s for?",https://api.github.com/repos/IFRCGo/go-web-app/issues/1687,2,"[1.61817738e-308 9.82835142e-308 1.00000000e+000 3.39150807e-308
 2.80126123e-308 4.06690946e-308 3.86414894e-308 3.49643161e-308
 5.46684545e-308 3.91514571e-308 6.27678813e-308 3.93084270e-308
 3.87023676e-308 5.35501602e-308 3.03870779e-308 3.78240125e-308
 3.44774768e-308 5.55325530e-308 3.25584312e-308 3.75449956e-308
 4.58738266e-308 3.56007465e-308 4.80952515e-308 4.80149823e-308
 4.24223171e-308 5.01697831e-308]"
"URGENT - GO emergency page incorrectly being renamed
### Page URL

https://go.ifrc.org/emergencies/7196/details

### Environment

Production

### Browser

Chrome

### Steps to Reproduce the Issue

This emergency page has been in place for some time, and - whilst it was originally named **Philippines - Cyclone Kristine - 2024**, the operation/response rapidly expanded to cover six typhoons over a period of several months, so the emergency page was subsequently correctly manually renamed to **Philippines: Typhoons and Floods - 2024** and has happily remained that name for some months now even when the emergency page was edited.

However, yesterday the emergency page was edited for the first time since last Friday's release, and whilst the PMER person was solely uploading a sitrep document (i.e. not making any changes to the main body of the page or other fields), after she saved the page renamed itself to **PHL: Cyclone - 02-2025 -**, which is incorrect.

This is incorrect on multiple levels:

1. The new automatic name implies the Typhoons happened in **Feb 2025** when actually they happened in **2024** - this is for sure a bug, as the auto rename seens to be taking the date the page is edited rather than the date of the event.
2. Why is the emergency page being renamed anyway?  The original name (Philippines Typhoons and Floods 2024) was the correct name for the operation as per the appeal documents etc.  There was no intention by the operation to change the name, we would like it changed back please.
3. (typo) Why does the new automatic name structure have a - on the end with nothing after?

My PMER colleague has today gone in to edit the emergency to change the name back to what it should be, but again her change is overwritten to the automatic name - so there is no workaround for us to fix this operation ourselves.

I have looked at the issues in the [go-web-app@7.11.1 Release Note](https://github.com/IFRCGo/go-web-app/releases/tag/go-web-app%407.11.1) and think it must relate to changes made for https://github.com/IFRCGo/go-web-app/issues/1382 and in particular sub-ticket https://github.com/IFRCGo/go-api/issues/2266

However in that ticket it clearly states that `For existing Emergencies, the title field will remain empty, and the summary will retain its current value.` - which I read to mean that for existing emergencies nothing should change unless we want it to.  Which is clearly not the case.

To reproduce this issue:

- click on the ""edit emergency"" button on the front end of an emergency page in GO (in this case, https://go.ifrc.org/emergencies/7196/details)
- it takes you to the admin site (in this case, https://goadmin.ifrc.org/en/admin/api/event/7196/change/)
- change something (not the title) - in this case we uploaded a sitrep
- click save
- you will see that the emergency title has been automatically renamed (on both front end and back end) to have country code + Disaster Type + *today's* month and year (rather than the month and year the emergency happened)

### Expected Behavior

I expected the emergency page title to stay the same when no-one had edited the title

### Actual Behavior

The emergency page title changed to an incorrect one.

### Priority

Critical (Site is unusable)

### Additional Context (Optional)

_No response_",https://api.github.com/repos/IFRCGo/go-web-app/issues/1688,-1,"[0.00340185 0.00903799 0.01062582 0.00509427 0.00640947 0.03187236
 0.03795535 0.00883467 0.01078223 0.00841564 0.01489315 0.01317404
 0.03101694 0.00698835 0.00670416 0.01341169 0.00762378 0.01145625
 0.00736076 0.00549474 0.00764867 0.00755127 0.03615701 0.01170337
 0.05496689 0.00928748]"
"Move Admin URL Generation to Backend
Currently, the [Admin URL](https://github.com/IFRCGo/go-web-app/blob/e4777ceb8c5efe8ac9c5ffad10f229fd22e9604e/app/src/config.ts#L28) is generated on the frontend, which is error-prone. 
This should be generated by the backend.
Frontend should use the backend-provided URL instead of generating it.  

PR to fix this issue on Alpha Instance : https://github.com/IFRCGo/go-web-app/pull/1690
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1691,5,"[0.00587353 0.01267959 0.01247402 0.00717873 0.00933771 0.10843847
 0.0291098  0.01727116 0.01926139 0.01562281 0.02992255 0.03508547
 0.03441584 0.01025872 0.00936068 0.02335507 0.01099998 0.02119722
 0.01107038 0.00781576 0.01176182 0.01320957 0.07438201 0.02536694
 0.04386211 0.01596467]"
"new naming convention - impact on search - being able to find the emergency I'm looking for
Hi there, under https://github.com/IFRCGo/go-web-app/issues/1688 there is a conversation re the new structure that has been put in place for auto-naming emergencies according to a pre-specified format.

Separate to the question around whether this design caters well for all necessary scenarios, I wanted to check in specifically about **search** under the new design.

If the desired wording (e.g. the country, or the specific location) is no longer present in the title and it is instead a country ""code"", will the Search functionality be made smart enough to allow the user to find it still with the country name?

e.g. if I search for ""Philippines Typhoons"" I want this to still come up in search even though the title now has ""PHL"" instead of ""Philippines"":  
`PHL: Cyclone - 10-2024 - Typhoons and Floods`

I am not sure if this is a new requirement (in which case it is urgent) or if it has already been thought about.  But it is critical if changing the structure of the name.

Thanks",https://api.github.com/repos/IFRCGo/go-web-app/issues/1692,10,"[0.00701948 0.04234687 0.02770431 0.01393423 0.01463606 0.02769043
 0.0206469  0.03085093 0.09193782 0.03629016 0.14466143 0.03467764
 0.0220768  0.02543136 0.01503996 0.0248299  0.01821573 0.07450691
 0.01811518 0.01577745 0.02464169 0.02942386 0.03380954 0.06605953
 0.0250465  0.05751586]"
"Info ticket:  disaster type categorisation considerations
Hi there, I think there is already at least one ticket for this but I can't find it this moment, so documenting afresh.  Not requesting a specific action under this ticket, just writing it down for those who aren't already aware.  I don't have access to the internal GO team documents - there is also documentation there, which may supplement this post.

**Disaster Types are not always consistent - not even internally consistent within the structured data fields that relate to that particular operation, let alone consistent with the wording chosen to be used for public facing documentation.  Need to resolve approach to this before considering which field to do any structured naming off**

At the moment there is a disaster type for the *appeal/DREF* and a disaster type for the *emergency/event* (bearing in mind not all emergencies have an associated appeal/DREF).  These two don't always match.  Sometimes because the categorisation decision at the point of creating a field report (informal) is not the same as the categorisation decided-on when launching a formal DREF/Appeal.

In other cases they are both aligned at the outset, but the categorisation changes over time (and not all systems are necessarily updated to reflect that changed decision - in the same way that when an appeal is first set up it might not have its name changed in IFRC Financial Systems even when its name is changed in public-facing systems such as GO emergency page).

In still other cases the situation might correctly have multiple relevant categorisations - e.g. where a complex emergency in one country causes a population movement in other countries, with separate operations, but there's a multi-country public-facing appeal set up that covers the whole response.

Similarly, the country/location used in the IFRC Financial Systems as being responsible for the appeal might not be the country/location where the action is actually happening - e.g. Ukraine response appeal was in the IFRC financial systems as Hungary as that's the regional office.  The global Covid response appeal was in the IFRC financial systems as Switzerland (even though in the early days it was a China/Asia response, that later became a global one).

**So, for all these reasons, if deciding to automatically name an emergency page based on data fields then need to be sure the logic is referencing the correct data fields.  Noting that not all data fields are always updated in the same way - financial and reporting systems often need different data to public-facing comms**.


Here are examples where the emergency disaster type is different to the appeal disaster type for that emergency - for appeals that are currently at status active on GO.  Some of these may be due to human error, others definitely are not.

![Image](https://github.com/user-attachments/assets/ef65bfd1-e826-426e-8ca6-956712259cd1)

To show you the front end, this is MDRHN024 (Honduras) on GO - on the emergency page it's a cyclone/tropical storm, in the appeal that that emergency is mapped to it is a Flood.

![Image](https://github.com/user-attachments/assets/b6311fb4-27f2-4d59-87ea-f3bbb416717b)

![Image](https://github.com/user-attachments/assets/8841d353-9278-4e95-a54e-65492a587e13)
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1694,6,"[0.00529367 0.0104752  0.01242177 0.00629042 0.00798455 0.04203862
 0.07502292 0.01081083 0.01230019 0.01016687 0.01687884 0.01658083
 0.04300161 0.0084719  0.00827797 0.01673129 0.00937084 0.01326514
 0.0090908  0.00676599 0.00948707 0.00909164 0.04149592 0.01367933
 0.07885444 0.01076249]"
"DREF Superticket 2.0 (New features)
### Feature Description

New features for the DREF process!

**DREF Application**

_Risk considerations (these changes also need to be in Ops Update and Final Report)_ 
- [ ] In Operation Section > Risk and Security Considerations change title to ”Risk and Security Considerations (including “management”)” 
- [ ] In Operation Section > Risk and Security Considerations, the field title “Please indicate about potential operational risk for this operations and mitigation actions” change to “Please analyse and indicate potential risks for this operation, its root causes and mitigation actions.” And add the description: “When identifying the risks, please review the IFRC Risk Management Policy and Framework including the different risk categories. When possible, make sure that your identification of risks includes some analysis of previous incidents and performance of the NS in previous operations.”  
- [ ] In Operation Section > Risk and Security Considerations, under the field  “Please analyse and indicate potential risks for this operation, its root causes and mitigation actions.” add a link to the “Annex III -Risk Categories.pdf” [Annex III – Risk Categories (1).pdf](https://github.com/user-attachments/files/18903662/Annex.III.Risk.Categories.1.pdf)
 
_PGI considerations (these changes also need to be in Ops Update and Final Report)_ 

- [ ] Under Event Details > Description of Event, under the field “total affected population” add the following with numbers field: 
- “Estimated male” 
- “Estimated female” 
- “Estimate minors” 
- [ ] Under Event Details > Previous Operations add a field with title: “Did you complete the Child Safeguarding Risk Analysis in previous operations, what was risk level?” With a yes or no box, and short text box to add the risk level. 
- [ ] Under Operation Section > Risk and security considerations at the start, add the title “Does your National Society have:” and the options with a yes or no box:  
- anti-fraud and corruption policy,  
- prevention of sexual exploitation and abuse policy,  
- child protection/child safeguarding policy,  
- whistleblower protection policy,  
- anti-sexual harassment policy? 
- [ ] In Operation Section > About support services, after the question “How many staff and volunteers will be involved in this operation“ add the following question “Does your volunteer team reflect the gender, age, and cultural diversity of the people you’re helping? What gaps exist in your volunteer team’s gender, age, or cultural diversity, and how are you addressing them to ensure inclusive and appropriate support?”, with the description “This question is about making sure your team includes the right mix of people to best support those affected. For example, if you’re helping single female heads of households, it’s important to have enough female volunteers to make everyone feel comfortable and understood. Including team members who share the same language or cultural background as the people you’re helping can also make a big difference in building trust and providing effective support.”
- [ ] In Operations timeframe and Contacts > Tracking Data and Contacts add “National Societies’ Integrity focal point”  details, and “National Society’ Hotline” (only phone number) 

_General changes_
- [ ] Under Operation overview > Essential information, can we replace the description text to: “If a field report related to this event/operation already exists, you can use it to pre-fill matching fields in this request. To do so, select the relevant field report from the drop-down list and click “Copy”.
- [ ] Under Operation overview > Essential information, “Emergency appeal planned”, delete this field
- [ ] Under Operation overview > Sharing, add the bottom to share the application in this box and remove from above the form, also, when the operation is not saved, still show the bottom and allow user to share and when accepting, confirm with the user that the application will be saved first to allow sharing. 
![Image](https://github.com/user-attachments/assets/17af961f-be67-4334-a3e2-8bac1d2d7513)
- [ ] Under Operation > Planned Intervention: Include a link to the budget summary template.
- [ ] Under Operational Timeframes and Contact, at the very bottom of the page, can we add a highlighted Save button, and remove continue as is not functional here. 
![Image](https://github.com/user-attachments/assets/8de0c968-5bb9-4fe8-9d8a-80620ff5845c)

_DREF application – additional descriptions in the online form_ 
- [ ] Operation overview > Essential Information > Name of National Society --> “Indicate your National Society by selecting it from the drop-down list.”
- [ ] Disaster Category – Please refer to: https://www.ifrc.org/sites/default/files/2021-07/IFRC%20Emergency%20Response%20Framework%20-%202017.pdf”
- [ ] Event detail > Description of the Event > What happened, where and when? 
- “Clearly describe: 
1. What happened: Briefly explain the nature of the emergency (e.g., flood, earthquake, epidemic). Include key details such as the intensity, and any unique aspects of the event. 
2. Where: Specify the geographic location(s) affected. Be as precise as possible, including names of countries, regions, cities, or specific areas impacted by the event. 
3. When: Indicate the date and time when the event occurred or began. If the situation is ongoing, mention that and provide relevant updates on the timeframe.”
- [ ] Actions/Needs > Other Actors Actions Related To The Current Event > National authorities . “Brief description of actions taken by the national authorities.”
- [ ] Actions/Needs > Other Actors Actions Related To The Current Event > UN or other actors . “Brief description of actions taken by the UN or other actors.”
- [ ] Actions/Needs > Needs (Gaps) Identified > Any identified gaps/limitations in the assessment 
Add guidance: “Consider the following: 
- Unmet needs: are there specific sectors (e.g., shelter, WASH, health) where needs remain unmet or only partially addressed? 
- Resource shortages: highlight any shortages in available resources (e.g., funding, personnel, supplies) that limit the ability to meet the identified needs. 
- Operational challenges: mention any operational constraints that are preventing a full response to the needs (e.g., logistical issues, insufficient capacity). 
- Coordination issues: note any challenges in coordinating with other actors or agencies that have resulted in gaps in service delivery or response coverage. 
- Vulnerable groups: identify any specific vulnerable groups whose needs may not have been fully captured or addressed during the assessment (e.g., displaced persons, elderly, people with disabilities).” 
- [ ] Operation > Objective and Strategy Rationale > Overall objective of the operation 
- “The objective statement should clearly and concisely describe the primary goal of the operation, focusing on the humanitarian impact and the specific needs the operation aims to address. 
- The IFRC-DREF operation aims to [primary action] in order to [desired impact] for [target population] affected by [event/disaster], by providing [key services/interventions] and ensuring [core outcomes such as protection, dignity, and resilience] over [operation period].”
- [ ] Operation > Objective and Strategy Rationale > Operation strategy rationale 
“Elaborate on the overall plan, strategy and approach of the operation; explain the reasoning behind the chosen strategy for the emergency operation. 
 Explain how the identified needs/gaps and actions taken/plans are linked. 
- Highlight the most urgent needs the operation aims to address. 
- Describe the main priorities and explain why these priorities were chosen based on the specific context of the emergency. 
- Justify why particular methods and actions were selected and how they are expected to achieve the desired outcomes. 
- Include any key factors that influence the strategy; mention how these factors were considered in shaping the operation.” 
- [ ] Operation > Risks and security considerations > Please indicate about potential operational risk for this operations and mitigation actions [when “Add new risk” clicked] 
“Identify up to 5 key potential risks or threats that could negatively impact the success of the operation. These can range from environmental risks to social or logistical challenges. 
- What are the primary risks that could affect the operation’s implementation? 
- Are there any context-specific risks that need to be considered? 
- How might these risks impact the operation’s objectives, timeline, or resources?” 
“Mitigation actions are actions or strategies that will be implemented to reduce or manage the identified risks, ensuring the operation can proceed as planned. 
- What specific measures or strategies will be put in place to mitigate the risks identified? 
- Will contingency plans or additional resources be required to address these risks?” 
- [ ] Operation > Risks and security considerations > Please indicate any security and safety concerns for this operation 
“Describe any specific security or safety threats that could impact the safety of personnel, volunteers, and communities during the operation. 
- Are there any security concerns related to the areas where the operation will take place (e.g., conflict zones, high-crime areas) 
- What safety risks could impact the well-being of staff, volunteers, or beneficiaries (e.g., dangerous terrain, health risks)? 
- Are there any specific security protocols or measures that need to be established or followed during the operation?”
- [ ] Operation > Planned intervention > Request Amount in CHF. -->“General funding requested to fund the interventions.” 
- [ ] Operation > Planned intervention > Request Amount in CHF [if at least one intervention selected – general description, no need to add it to each intervention] 
“List specific activities that will be carried out as part of the intervention in each sector. The activities should directly address the identified needs and align with the operation’s strategic objectives. 
- What specific actions will be taken in this sector to meet the identified needs?” 
Start by choosing indicators from the IFRC indicator databank [link] whenever possible. This makes it easier to compare and analyse results across all emergency operations. 
- Pick indicators that align with the planned activities. This ensures that the indicators accurately reflect the actions being taken on the ground. Missing important indicators could mean missed chances to showcase the positive impact of the work being done. 
- Keep in mind that more indicators can mean more work. Each indicator selected requires monitoring, tracking, and reporting, so be sure to choose the ones that best reflect the key outcomes of your actions. 
- Consider the type of indicator unit. For example, it’s often simpler and clearer to track and report on the “number of people” rather than a “percentage of people.” 
For each indicator, set a target. This helps track progress and measure whether the operation is achieving its key objectives, making it easier to report results later on.”
- [ ] Operation > About Support Services > How many staff and volunteers will be involved in this operation. Briefly describe their role. [remove “Briefly describe their role.”] 
“A brief description of the human resources that will be engaged in the operation, including both staff and volunteers. 
- How many staff members and volunteers are expected to participate? 
- What specific roles or responsibilities will they have during the operation? 
- Are there any key leadership positions or coordinators overseeing the activities?"" 
- [ ] Operation > About Support Services > Will surge personnel be deployed? [if “Yes” selected; remove “Please provide the role profile needed.” from both the general description and the text box”] 
- Describe the skills and qualifications/profile of the surge personnel or any additional staff (to be) deployed specifically for the operation. 
- What expertise or skill sets are required for the personnel being deployed? 
- What roles will these personnel fulfil? 
- Are there specific tasks or sectors they will be managing?”
- [ ] Operation > About Support Services > If there is procurement, will it be done by National Society or IFRC? [replace the currently existing description] 
“Explain the responsibility for procurement activities during the operation. 
- Who will be responsible for procurement (National Society or IFRC)? 
- Will procurement involve local or international suppliers? 
- Will it be for replenishment or for distribution?  
- If for distribution, how long is the tendering expected to take?  
- For Cash and Voucher Assistance, what is the status of the Financial Service Provider?” 
- [ ] Operation > About Support Services > How will this operation be monitored? [replace the currently existing description] 
“Describe the mechanisms that will be used to track the progress and effectiveness of the operation. 
- What systems will be used to monitor the operation's activities and outcomes? 
- How will progress be tracked, and who will be responsible for monitoring? 
- What indicators or milestones will be used to assess the success of the operation? 
- Will there be IFRC monitoring visits? How will it be deployed?” 
- [ ] Operation > About Support Services > Please briefly explain the National Societies communication strategy for this operation. [replace the currently existing description] 
“Describe how the National Society will manage internal and external communication throughout the operation. 
- What communication channels will be used to share information internally among teams and externally with stakeholders, partners, and the public? 
- How will the National Society ensure transparent and effective communication with the affected communities? 
- Is there a media strategy in place for external communication, such as press releases or social media updates? 
- Will the IFRC be supporting with communication? What roles will be involved?” 

**DREF export** 

- [ ]  Regions are described in the DREF request as “Affected Regions”, while in the DREF export, they are “Targeted Areas”, these two don’t mean the same.
[-> Same for the ops update and final report] -Targeted 
All should say “Targeted Regions”

**Ops Update and Final report (others)** 

- [ ] For Operational Update, under Event Details  Summary of changes  Display the yellow message next to their corresponding Yes/No rows? These messages should also pop up next to the fields, instead of the top of the page (across the submission form) that need to be modified. 

![Image](https://github.com/user-attachments/assets/11b58e4c-ec7e-4cf3-823a-a26b4c23eaa9)

- [ ] Similar to the DREF application form, can we have a highlighted Save button at the bottom of the page on the last page and remove continue bottom (Operational timeframes and contacts)?
- [ ] For operations update, made the input of a number in actual in the indicators mandatory, even if 0, For final report, lock the indicators title and target, as there should not be any changes at the final report stage
- [ ] For Operational Update, under Actions/needs, remove the Section about “National society Actions”.
- [ ] For Final Reports: modify the question about other actions besides the DREF.  (As describe for the Application)
- [ ] In the Operations Udpate/Summary of changes, the field “are you requesting a second allocation?” to be modified to “Are you requesting an additional allocation?” 
- [ ] In the Operations Update/ Summary of changes remove the field “Has this event materialised” 

@udaynwa @samshara @tovari 

### Additional Context

_No response_",https://api.github.com/repos/IFRCGo/go-web-app/issues/1695,-1,"[0.00835377 0.01811827 0.02107597 0.01086477 0.01412469 0.0761963
 0.12552884 0.01890232 0.02166246 0.01780452 0.02949955 0.02855582
 0.08200351 0.01461335 0.01469939 0.02993456 0.01661965 0.02343965
 0.01607162 0.0116831  0.01632685 0.01597435 0.07710905 0.02396494
 0.13275862 0.01899766]"
"Dref Imminent feedback changes
## Summary
Add new feedback changes in dref application form and export when dref type is imminent

## Addresses

* Issue(s): #1455 

## Depends On

Branch: feature/dref-imminent

## Changes

* Hide and uhide fields in event details section
* Changes and update name in the fields
* Add activity input in proposed action
* 

## This PR Ensures:

* \[x] No typos or grammatical errors
* \[x] No conflict markers left in the code
* \[x] No unwanted comments, temporary files, or auto-generated files
* \[x] No inclusion of secret keys or sensitive data
* \[x] No `console.log` statements meant for debugging
* \[x] All CI checks have passed
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1696,3,"[1.81685652e-308 4.49952471e-308 3.29553210e-308 1.00000000e+000
 3.66828371e-308 2.41360244e-308 2.11161356e-308 3.36888741e-308
 3.40567805e-308 3.66299040e-308 3.26062726e-308 2.87741777e-308
 2.35505998e-308 6.99263397e-308 3.86665393e-308 2.94749000e-308
 3.99183028e-308 3.69382236e-308 4.05503993e-308 2.43003494e-307
 6.85370086e-308 3.78919452e-308 2.50396832e-308 3.24738747e-308
 2.25713656e-308 3.89342807e-308]"
"GO DREF - Indicator bank connection
### Feature Description

We need to connect the indicator bank with the DREF process in GO. So we can move away from having free text fields but we can have more structured data.
Next steps:

- [ ] Make sure that the Sectors match with the Planned Operation - Marco, Ana and Dirk
- [ ] Devs to study the API and come up with questions if any.

@udaynwa @samshara @tovari 

### Additional Context

The link to the API of the indicator bank is the following: 
[Indicator bank API](http://ifrc-indicatorbank.azurewebsites.net/api/indicator)
X-API-KEY: 878c8a2d-9cf6-488e-9350-eae19e26152f",https://api.github.com/repos/IFRCGo/go-web-app/issues/1697,20,"[2.16280483e-308 1.02227006e-307 5.46284891e-308 9.75231826e-308
 6.90076425e-308 4.54998785e-308 3.78080230e-308 7.15447264e-308
 7.19719772e-308 8.10852592e-308 7.10712766e-308 5.93606959e-308
 4.36725876e-308 2.45746150e-307 7.51649420e-308 6.25145124e-308
 9.22322523e-308 9.26035343e-308 9.06567534e-308 1.30340958e-307
 1.00000000e+000 7.97979304e-308 4.79291085e-308 7.09521224e-308
 4.15351975e-308 8.95169603e-308]"
